bookid,username,opentime,closetime,hotspotName,hotspotType,clickResult,clickTime,remarks
1,003,2020-10-11 07:51:16,\N,p2_quote_button_littleoak,quotes,,2020-10-11 07:52:14,\N
1,003,2020-10-11 07:51:16,\N,p2_quote_button_littleoak,quotes,,2020-10-11 07:52:15,\N
0,004,2020-09-15 20:15:14,2020-09-15 20:19:57,p1_nextButton,next_button,,2020-09-15 20:15:44,\N
0,004,2020-09-15 20:19:57,\N,p1_nextButton,next_button,,2020-09-15 20:21:33,\N
0,004,2020-09-15 20:19:57,\N,p2_butterfly,vocabulary,,2020-09-15 20:21:39,\N
0,004,2020-09-15 20:19:57,\N,p2_butterfly,vocabulary,,2020-09-15 20:21:42,\N
0,004,2020-09-15 20:19:57,\N,p2_cocoon,vocabulary,,2020-09-15 20:21:43,\N
0,004,2020-09-15 20:19:57,\N,p2_deep,vocabulary,,2020-09-15 20:22:03,\N
0,004,2020-09-15 20:19:57,\N,p2_stretch,vocabulary,,2020-09-15 20:22:17,\N
0,004,2020-09-15 20:19:57,\N,p2_stretch,vocabulary,,2020-09-15 20:22:36,\N
0,004,2020-09-15 20:19:57,\N,p2_stretch,vocabulary,,2020-09-15 20:22:38,\N
0,004,2020-09-15 20:19:57,\N,p2_stretch,vocabulary,,2020-09-15 20:22:40,\N
0,004,2020-09-15 20:19:57,\N,p2_stretch,vocabulary,,2020-09-15 20:22:41,\N
0,004,2020-09-15 20:19:57,\N,p2_beautiful,vocabulary,,2020-09-15 20:22:51,\N
0,004,2020-09-15 20:19:57,\N,p2_beautiful,vocabulary,,2020-09-15 20:23:33,\N
0,004,2020-09-15 20:19:57,\N,p2_beautiful,vocabulary,,2020-09-15 20:23:35,\N
0,004,2020-09-15 20:19:57,\N,p2_nextButton,next_button,,2020-09-15 20:23:47,\N
0,004,2020-09-15 20:19:57,\N,p4_replayButton,replay_button,,2020-09-15 20:24:42,\N
